imo,anc_before_jit
1013315,2.3574478803624
1013327,4.0869931776606006
1014838,21.318294972245415
1015820,36.868524422967596
1017775,5.157430958407
1018547,88.11437646760889
1019101,9.2805742416421
1026726,8.4774959079906
1029716,18.2533756100421
1030985,44.2453227133676
1031393,1.4235833470705
1039357,23.425856946359232
1043011,56.4440238959625
1047433,24.13058819853416
1052256,16.110777827697998
7930175,-0.7863882321408
8353245,2.388800120907
8356156,1.5414464787599997
8410392,1.6876498985717998
8575934,1.49130925019445
8585185,2.3401736374861
8599069,1.5363643852935
8670746,3.1147748676119997
8682361,2.0812818027374997
8701040,76.5574341633269
8705656,13.372307421272799
8705670,14.819272531364899
8717257,2.0526855818507004
8720450,1.6282198731999997
8801814,29.414908999559998
8806462,2.0574751807291998
8817801,4.04921034822015
8818207,7.09965966827
8819275,10.729979511149375
8865171,2.2611781616319995
8903014,1.6105629499043999
8907412,4.5286035201727
8907888,2.499902494538
8911085,27.8607724947328
8952857,11.533601395124048
8965294,5.3893594550992
9013701,99.08614090508874
9021332,15.568371041789149
9032331,2.9488788257579
9037965,-0.1216460616943
9046435,7.003844481890299
9047257,15.290842691815898
9051791,5.51421050504625
9056519,10.926570897333
9058646,1.9524013749
9058751,28.0972997269872
9061679,37.8907141616604
9061928,2.88180292827
9062738,2.3697545901524997
9066447,5.2360089936154
9070450,138.481759804518
9072460,2.4983355289661997
9073402,15.1833412868826
9075412,4.531007698514499
9081019,4.1705511451823005
9084372,2.5822007217816
9085613,7.0140838060199995
9085625,14.2168336157358
9085649,16.095233224014
9085651,6.4965987777361995
9086734,15.323458699738
9088768,44.09775627937335
9101106,5.857730614958399
9102095,35.485109590815
9102241,8.678618132310657
9108271,2.3055366085348497
9109988,4.6221091650465
9112117,96.79431609841636
9115573,2.4807733484827996
9116589,10.1769190316583
9117739,4.4781033143015465
9118678,3.9946981000616995
9125542,31.114506030336
9125889,2.5477624513809998
9128790,23.436864921891647
9134232,101.32560478779149
9134490,9.077421807617801
9134971,93.0973085460567
9135535,18.783087865890998
9135547,67.76191201610474
9138159,3.7907298604799995
9138161,5.8915731925767
9140293,1.9875007254599997
9141998,43.2468050067821
9142095,3.1328325402860497
9143465,6.759531435815649
9144134,7.580504874496999
9145281,9.095340333409949
9147227,6.87823278705
9147708,3.55546454101785
9154141,2.9159882332424996
9155145,3.422552297835
9155391,40.4272962193677
9156565,66.86296420441505
9159098,3.67226955234
9160401,7.0835327248175
9160487,71.55448872556485
9161297,7.5688354001988
9162112,25.531243434747598
9163465,32.364982893558924
9164249,4.685651176834599
9166675,12.251074439026565
9167459,7.399230982666949
9168269,33.8262928761368
9168843,59.3853885781452
9169316,59.076394116093
9172301,12.167158078734
9174608,10.658592124740899
9175092,2.1277738175000995
9175535,54.508617675352745
9175597,9.7161843120245
9175602,22.611829305655
9176606,7.749963596828983
9176656,4.5157879121899995
9176759,2.31547401678348
9177428,6.375682574820001
9177583,49.450478614811395
9178393,14.7020143123958
9179828,28.123781296783797
9181742,9.104789551235
9182033,6.92044161068365
9185463,67.7910055307793
9185499,98.40446849083574
9185920,6.2812028487847495
9186302,11.725761755359748
9186326,45.9864724155158
9186584,3.8567878556064
9186742,3.0790619142749995
9186950,5.833016093987999
9189354,13.462346369421
9189500,8.3761547994
9190004,23.551993017230746
9193214,2.6997030041695997
9194866,50.865683157675
9197040,7.8937431574827
9197143,47.41876556628016
9197155,83.836774210792
9197296,52.07264986658724
9197349,9.4608927041395
9197478,2.2236290629211997
9198288,10.175222245118999
9198587,43.891678740504595
9199127,2.7513761133386336
9200689,8.609005501854801
9200823,113.17439299914119
9202168,6.028726766249999
9202663,26.4267677562492
9202792,8.859128009731
9203796,95.65151515129995
9204984,5.1227387687916
9205067,6.4238209319329815
9205512,31.1140921928845
9205677,6.846761641096799
9208069,3.37746791327715
9208215,133.8472781788056
9209283,55.189533153883
9209958,1.9875007254599997
9210062,6.48891889067203
9210268,23.458633990567996
9211559,7.4324219650047
9212589,2.720857781223
9213105,48.899498505196995
9214757,2.2043196511796994
9214898,10.973278680902162
9214903,10.472027795337363
9215098,7.593476797522199
9215892,9.906926603389898
9216731,7.780193208215049
9216987,35.35468625402579
9219264,2.18054715354
9220196,4.11310976508
9220316,7.278153430834
9220940,2.6361074743499997
9221114,2.198217641802
9222273,12.0152363897268
9222285,9.7459126777242
9222338,20.719958600014404
9222467,31.15406322096735
9223540,4.25347969826304
9224324,7.955523578224049
9224958,8.9348678936491
9225342,27.253077684505197
9225653,9.413626744457998
9227223,8.1218655153604
9228710,4.051367698963217
9229439,112.10332117543892
9230012,4.1646577448523345
9230969,9.093450087135
9230971,6.511029743248568
9231509,6.562108524610047
9231511,66.73031293380564
9232022,4.567416386260999
9232058,32.08368074343912
9232175,16.44320780077187
9232400,11.471263009163199
9232761,5.832924636441099
9233234,5.7497428847844
9233260,19.999493322169847
9233844,57.30023217590339
9234094,2.9210162787959995
9234343,11.319419742617999
9234666,111.7486135052058
9234678,3.0093793177359998
9235567,10.077732527222999
9236054,14.478782336857899
9236250,91.84636530731362
9236561,7.16543740907105
9236858,1.8822455941815
9236896,22.465348863795
9236913,2.384123386788
9237412,5.80514024700045
9237618,50.145143935396995
9237797,123.8807343010493
9238624,18.535627906575996
9238789,49.37500949186169
9239472,46.864880239863645
9239484,10.001065802160133
9240457,7.0130531865025
9240718,38.3497553800202
9240897,5.39077977437623
9241085,51.67182176894159
9241205,67.53030356253973
9241308,11.04246551925
9241607,8.623262917399
9242120,75.94145746421874
9242699,41.606280543318
9243394,18.56118162207321
9246279,128.3018031741728
9247182,100.81870427494057
9247364,111.9173608394114
9247390,5.3117057451794
9247560,8.3296585455854
9247584,6.128731301745
9247936,78.31444925941919
9248473,139.1021192065008
9248497,6.000949636185899
9248899,30.391690437134
9248930,8.5534830346166
9249271,1.9561154203098001
9250701,37.93804747987818
9250957,6.044537847340349
9250983,11.373590588126
9251078,29.78764403483503
9251535,71.8476946794786
9251573,5.4111683178762
9252204,6.0344025389491
9252307,6.2589256216303735
9252967,11.8984365182552
9253002,9.138335289237
9253090,11.026317480006854
9254549,2.0088331855572688
9254678,37.423814202419386
9254927,103.57945593032073
9255000,31.065424546149153
9255024,36.46402780733064
9255751,8.6056153200178
9255854,79.37229281667359
9256389,100.89176407397521
9257084,30.80789682985605
9257137,4.949618852447999
9258129,9.236558469105299
9258179,44.12901197550865
9258870,108.40353340002419
9259379,16.1400967009745
9259381,48.2994515806352
9260017,66.4445029857508
9260029,28.7564225041262
9260304,17.400082391571697
9260421,11.7745206561675
9260823,103.73887719699057
9260902,14.81743411725047
9261009,22.477541119181097
9261449,8.16202968525
9261815,11.660260718678
9261918,6.344296633812
9262766,54.16424318451
9262962,3.9803018555645
9263057,19.91689698359435
9263332,18.096138785684698
9263344,7.597022658543899
9263643,76.04189962884459
9263708,7.110733144044274
9264881,94.89295143970507
9264893,101.95006786976819
9265366,7.35822419521605
9265926,55.95943018242258
9266372,8.242750559124874
9266853,7.960598359325849
9266865,47.371023790497745
9266944,3.5061665377652247
9267417,5.4429221026215
9267699,5.80583598140995
9267833,4.5551445426736
9268423,6.576122704410249
9268485,44.867436700303955
9269398,5.0398846958545
9271377,19.593243614785397
9271391,42.31535923417088
9271559,36.45924074898488
9271573,84.41222437978375
9272503,3.21229760772308
9272979,19.09169123300568
9273961,39.08029881800635
9274525,90.93305723569732
9274630,5.3860334948999995
9275359,110.7212538186938
9275361,15.5500252195554
9275426,80.6008553971951
9276236,5.7680432961736
9276298,5.0241073682157
9276573,44.39325529547835
9276779,1.6025364109187
9277151,3.35605222257315
9278117,9.16238114214492
9278545,6.52411737861645
9278935,1.6452820574999998
9279575,2.44598599215
9279771,10.9662575380148
9279795,1.7057359326232557
9280653,13.7640867537382
9280873,102.98796027685621
9281695,51.070470700032004
9281906,37.40972417326174
9281944,3.1055983109104046
9282596,6.4783107655741
9283186,9.449692598874
9283289,56.67462734490563
9283552,24.02810187767
9283617,11.552007941777699
9283643,2.15448369203979
9283801,81.85647461730751
9283887,48.64492960268985
9284403,2.0422398688767496
9284506,14.8947728028687
9284556,23.789309380383934
9284879,2.32193718279395
9284910,32.002595054629595
9284960,6.124389103685159
9285495,14.119905784182398
9285653,21.094008971264397
9286073,7.331809206089687
9286229,7.899130696370942
9286255,89.99058522783719
9286592,1.4453979362768705
9286798,27.582107178024998
9286803,4.0602776121936
9286920,33.91254086922488
9287297,57.305045581721835
9287429,19.364334845201807
9288021,8.611342210915087
9288095,132.21972419960596
9288162,12.281746012872
9288459,27.32463757065671
9288473,17.803065792286336
9288758,5.1337379228568025
